Date,Open,High,Low,Close,Volume,Market Cap,MA(20),MA(50),MA(200),RSI(14)(SMA)
Feb-20-2018,11436.16648,11436.16648,10502.25224,10680.36171,5508367042,1.85E+11,9219.652292,11448.96,8457.480893,70.88360587
Feb-21-2018,10691.35053,11034.67135,9913.997707,9987.171846,5331192808,1.75E+11,9258.505744,11351.88148,8490.979559,61.65051236
Feb-22-2018,9972.72336,10493.76915,9732.257318,10348.06763,4784103252,1.71E+11,9333.731435,11259.11511,8526.452432,61.30120501
Feb-23-2018,10328.56737,10605.86942,9593.227151,9843.276427,3787518210,1.69E+11,9364.779318,11154.78918,8558.637838,57.80754224
Feb-24-2018,9844.51679,9958.1309,9413.02229,9699.647408,3265197229,1.63E+11,9433.496632,11011.85753,8589.88479,60.77598298
Feb-25-2018,9703.321916,10481.37088,9513.122941,10371.77268,3261955538,1.68E+11,9598.535353,10878.7155,8624.842017,60.28488456
Feb-26-2018,10388.88234,10913.29636,10256.80488,10736.49053,3915484543,1.79E+11,9739.847152,10765.40576,8661.385602,64.56227246
Feb-27-2018,10727.53513,11085.82487,10402.00726,10412.02401,3642202554,1.80E+11,9874.32765,10671.15852,8695.00597,56.6587906
Feb-28-2018,10423.58148,10974.71673,10375.2658,10929.7655,3441035104,1.80E+11,10001.64243,10597.02459,8730.063659,56.05093154
Mar-01-2018,10920.66207,11157.47957,10724.63082,11095.09196,4030692044,1.87E+11,10116.45125,10519.1832,8765.049838,56.29235072
Mar-02-2018,11094.23742,11531.36898,11094.23742,11494.89894,3526443821,1.92E+11,10253.14936,10479.82864,8800.813365,53.16795704
Mar-03-2018,11497.56432,11516.38357,11144.73568,11516.38357,3861373866,1.91E+11,10415.86728,10429.38299,8837.303035,58.09956071
Mar-04-2018,11502.66667,11622.50317,11394.62718,11527.56879,4219752284,1.95E+11,10542.73947,10370.0652,8872.889994,53.22785315
Mar-05-2018,11520.40245,11520.40245,10637.81971,10697.57229,4804420267,1.87E+11,10643.69186,10308.93074,8904.474433,43.51848027
Mar-06-2018,10721.47528,10869.53871,9701.56339,9968.268316,5234978813,1.78E+11,10665.74511,10234.40235,8933.526216,43.7956483
Mar-07-2018,9971.758251,10139.85028,9338.281975,9433.592923,4793198293,1.65E+11,10633.19835,10194.94633,8959.553295,45.03974543
Mar-08-2018,9411.715541,9479.824937,8497.330822,9345.521676,4328631178,1.52E+11,10590.35134,10159.76848,8985.60599,40.55506713
Mar-09-2018,9339.626813,9525.48427,8821.45607,8894.85712,4505811284,1.57E+11,10485.55365,10112.50475,9009.951199,40.97292898
Mar-10-2018,8856.718881,9704.329234,8581.458153,9570.367448,4665413194,1.54E+11,10437.65802,10074.33294,9037.167207,48.88264259
Mar-11-2018,9557.854233,9893.083613,8803.80121,9216.378706,5058109367,1.61E+11,10343.58545,10000.90496,9062.373369,39.43290033
Mar-12-2018,9179.776982,9481.708192,8948.052187,9208.440502,5095834460,1.56E+11,10237.02476,9956.344473,9086.563222,35.04890302
Mar-13-2018,9206.908111,9352.331545,8036.245911,8262.032897,4034218467,1.49E+11,10121.86625,9904.280286,9105.9406,31.24604757
Mar-14-2018,8255.725416,8417.992104,7750.225412,8291.944666,5294581212,1.38E+11,10041.14114,9855.093464,9125.634305,24.85045559
Mar-15-2018,8302.595689,8570.713787,7982.803114,8315.139163,4153900849,1.41E+11,9944.335025,9805.947347,9145.21241,22.7569903
Mar-16-2018,8294.104092,8325.924047,7795.17988,7906.38397,4224100753,1.37E+11,9852.102051,9740.985529,9162.746758,14.89480254
Mar-17-2018,7912.658935,8232.483152,7364.223838,8092.439642,4628590454,1.30E+11,9775.568348,9681.544146,9180.239841,17.54960856
Mar-18-2018,8195.616342,8662.302735,8153.67588,8588.661986,5074015988,1.44E+11,9690.658315,9625.50872,9200.239851,24.49173857
Mar-19-2018,8620.287306,9045.588198,8369.279766,8892.783654,4501108576,1.46E+11,9602.862749,9567.225421,9221.074695,32.76169739
Mar-20-2018,8907.399598,9173.541313,8862.636694,8978.01899,4432036552,1.53E+11,9534.576796,9520.753563,9241.464043,39.2147386
Mar-21-2018,8970.660358,9104.40392,8570.975758,8721.57,3735442601,1.49E+11,9429.424629,9494.029538,9262.127178,41.74471182
Mar-22-2018,8728.47,8865.051157,8342.776073,8865.051157,4026875184,1.45E+11,9323.23221,9467.134952,9283.440318,44.50002802
Mar-23-2018,8923.404783,9002.746569,8634.65403,8661.018753,3067943937,1.50E+11,9188.285534,9457.13043,9305.513943,47.16305358
Mar-24-2018,8554.421565,8680.428839,8425.566951,8466.556129,3029683212,1.46E+11,9043.055656,9451.213332,9325.822481,34.83882374
Mar-25-2018,8453.806862,8522.62869,7907.88547,8187.383924,2833668580,1.40E+11,8883.999234,9431.529274,9343.703048,35.56987528
Mar-26-2018,8171.701764,8210.957189,7786.080922,7828.221732,3702257445,1.36E+11,8747.363493,9423.130018,9359.748778,32.38017237
Mar-27-2018,7821.60587,8097.640957,7791.303084,7954.826953,3173707436,1.35E+11,8651.485333,9443.696045,9378.306076,45.0400435
Mar-28-2018,7947.627557,7976.070835,7010.869711,7178.058623,3386756377,1.28E+11,8544.078938,9432.110082,9392.959303,35.5103042
Mar-29-2018,7154.016617,7256.653697,6665.141403,6880.453144,4781184233,1.18E+11,8426.694722,9418.237917,9406.680065,32.58085063
Mar-30-2018,6875.890211,7188.22564,6842.080218,6955.124518,4072365791,1.19E+11,8334.326503,9392.727513,9420.570237,37.43065353
Mar-31-2018,6959.89062,7054.47748,6506.022091,6830.630577,3598865262,1.16E+11,8203.862842,9356.384842,9433.9481,33.0515146
Apr-01-2018,6841.725764,7116.935685,6806.530093,7061.622526,3914063317,1.19E+11,8101.255405,9325.745313,9449.77463,27.91542133
Apr-02-2018,7066.360265,7521.80505,7053.68567,7454.69179,4155294224,1.25E+11,8017.743562,9313.105791,9471.171804,29.72348324
Apr-03-2018,7454.194481,7454.194481,6791.910367,6840.93611,4231706035,1.21E+11,7950.072286,9273.452523,9487.102083,23.77632751
Apr-04-2018,6844.005785,6936.155484,6651.188594,6819.726657,4403251764,1.15E+11,7879.966667,9238.984966,9503.017439,25.23306916
Apr-05-2018,6796.855664,6869.360103,6601.406734,6637.296686,3711281114,1.14E+11,7800.069406,9182.752548,9518.211851,21.28020332
Apr-06-2018,6640.309471,7037.930491,6637.541563,6894.151859,3240556398,1.17E+11,7751.867877,9119.557977,9532.331512,27.52794136
Apr-07-2018,6898.345033,7076.715293,6898.345033,7000.923355,3056918181,1.19E+11,7699.890911,9055.942575,9547.617697,30.93392434
Apr-08-2018,7013.715304,7155.497904,6663.308517,6772.871609,3560325737,1.18E+11,7613.424702,8971.183026,9561.823676,31.35090019
Apr-09-2018,6782.532083,6876.318025,6710.130737,6844.301557,3585817439,1.15E+11,7515.877936,8898.009026,9577.810101,35.96288354
Apr-10-2018,6845.560832,6946.721491,6832.638659,6932.843296,3484554527,1.17E+11,7418.488617,8814.498058,9594.214645,35.25976128
Apr-11-2018,6933.971966,7824.357866,6788.545634,7821.822517,5569495530,1.24E+11,7375.643499,8743.431538,9614.241324,58.9939888
Apr-12-2018,7821.364049,8124.051804,7698.959083,7866.931623,7108692315,1.36E+11,7328.113997,8688.266242,9635.023521,64.8281975
Apr-13-2018,7862.979157,8084.181206,7806.771554,7910.243775,5221454292,1.35E+11,7292.362808,8647.542162,9654.859908,64.49346
Apr-14-2018,7931.478615,8313.382622,7927.41885,8301.987534,4064566540,1.39E+11,7284.526208,8607.422944,9676.786563,70.65206942
Apr-15-2018,8306.24171,8344.618513,7899.380607,8038.471105,4364099389,1.37E+11,7277.435121,8572.034605,9695.887016,63.58706097
Apr-16-2018,8042.520382,8126.352752,7856.158342,7889.50363,4617797212,1.37E+11,7280.353307,8536.54159,9714.354546,56.48842479
Apr-17-2018,7898.148907,8168.591184,7888.236331,8133.862763,5174175283,1.37E+11,7288.878822,8492.661003,9734.282722,71.68410952
Apr-18-2018,8137.721564,8284.837636,8108.010268,8280.64311,5571921610,1.40E+11,7341.382845,8444.507132,9754.023134,73.51123384
Apr-19-2018,8279.071885,8872.532517,8247.720147,8813.044081,5856252722,1.43E+11,7433.410985,8413.154584,9776.171911,81.47037185
Apr-20-2018,8831.324168,8961.902201,8631.50547,8884.348604,6592572346,1.50E+11,7525.278798,8373.048371,9798.560767,80.41934683
Apr-21-2018,8890.882431,8959.354943,8766.335742,8787.210206,5388898212,1.51E+11,7618.449257,8327.795787,9820.825594,77.38330439
Apr-22-2018,8785.307708,8966.254422,8775.238205,8924.023356,5577263963,1.51E+11,7707.135011,8277.386462,9844.153666,83.9255965
Apr-23-2018,8927.498953,9715.110088,8924.774677,9715.110088,7015588900,1.58E+11,7814.773977,8242.067374,9871.03931,86.89934856
Apr-24-2018,9689.429015,9745.08596,8828.361916,8846.751895,9496007199,1.57E+11,7910.289015,8189.502337,9893.415945,70.492099
Apr-25-2018,8858.958859,9274.510917,8698.795549,9268.527837,7840135345,1.51E+11,8026.898595,8161.481858,9917.631423,67.21175574
Apr-26-2018,9272.688509,9364.296828,8970.449551,8974.089791,6420471434,1.57E+11,8138.174457,8141.988161,9939.418977,62.43440419
Apr-27-2018,8945.682032,9402.661888,8905.423789,9337.281363,6044135770,1.57E+11,8254.513957,8140.099699,9962.100648,64.95258873
Apr-28-2018,9337.929478,9519.119729,9194.490547,9413.409305,6578695509,1.59E+11,8369.39424,8141.430829,9985.198802,62.47034573
Apr-29-2018,9412.933157,9463.94026,9173.147998,9240.335679,6189381727,1.59E+11,8486.892529,8148.204918,10007.22083,63.76448939
Apr-30-2018,9253.083883,9253.083883,8881.779114,9096.810022,6156448196,1.53E+11,8594.154837,8138.919479,10025.35861,63.84406851
May-01-2018,9084.637928,9244.477839,8996.732769,9236.704389,4980811639,1.56E+11,8703.862508,8139.318022,10043.2101,62.95659171
May-02-2018,9236.410635,9807.420824,9186.736181,9769.290293,6010894136,1.60E+11,8796.599069,8150.315076,10062.98356,66.03552971
May-03-2018,9758.943853,9790.006235,9597.486912,9718.724265,6816067137,1.64E+11,8884.779671,8178.877652,10083.11968,60.88589294
May-04-2018,9714.030902,9972.750074,9708.097851,9864.060649,5831668636,1.68E+11,8977.81857,8209.703456,10103.757,61.56982076
May-05-2018,9869.313498,9960.408723,9495.756447,9666.853489,5579263732,1.64E+11,9042.812187,8236.207658,10123.94671,60.14821412
May-06-2018,9673.823719,9679.398283,9256.52455,9372.878004,5126629695,1.59E+11,9106.355372,8264.962443,10142.7853,54.99710925
May-07-2018,9380.792342,9468.199602,9136.383479,9233.687914,5187265754,1.58E+11,9170.364148,8287.33986,10160.5303,43.73025166
May-08-2018,9232.346558,9384.380916,9074.433277,9327.374047,5229298824,1.57E+11,9227.198018,8301.82441,10177.07971,57.84158091
May-09-2018,9314.428561,9393.068048,9037.392112,9037.392112,5032109490,1.58E+11,9263.233685,8304.65987,10192.01477,46.05944362
May-10-2018,9040.788665,9040.788665,8394.767463,8422.66381,5789182784,1.49E+11,9244.644148,8293.770553,10203.9739,41.52453095
May-11-2018,8416.407228,8640.197051,8196.315735,8488.213129,5465653039,1.44E+11,9225.780554,8289.194928,10216.61712,35.63544538
May-12-2018,8488.70753,8753.425966,8376.219102,8699.820503,4329079560,1.46E+11,9221.61914,8285.955111,10232.40265,38.45664678
May-13-2018,8696.818046,8895.462876,8347.174977,8740.312768,5019113654,1.47E+11,9212.871017,8287.509896,10247.4027,41.54888875
May-14-2018,8735.400032,8832.722902,8477.513111,8515.701134,5366406569,1.47E+11,9155.756305,8288.473524,10260.42887,40.4404402
May-15-2018,8508.251974,8508.674226,8164.504936,8343.900226,5131375183,1.41E+11,9131.810987,8291.542471,10273.32167,35.46545986
May-16-2018,8341.615725,8408.350502,8054.71466,8088.947899,4471142638,1.42E+11,9075.640514,8296.654749,10285.01244,19.92606205
May-17-2018,8093.34718,8258.631884,7968.007688,8236.681884,4472415562,1.38E+11,9040.525852,8302.181316,10295.41091,24.36669684
May-18-2018,8236.022403,8338.416559,8160.754425,8225.333519,3931791517,1.41E+11,8987.575954,8322.716118,10306.05375,20.27915835
May-19-2018,8232.481807,8538.388398,8177.72473,8499.1229,3622202463,1.43E+11,8944.038506,8354.45474,10316.28263,29.39381994
May-20-2018,8504.392246,8536.846506,8353.567839,8399.115042,3892425910,1.44E+11,8903.980381,8382.76828,10324.48136,31.55388547
May-21-2018,8398.980741,8398.980741,8016.111592,8032.093711,3751166479,1.41E+11,8853.279604,8406.326381,10329.20022,29.04667206
May-22-2018,8021.527115,8050.00318,7525.488248,7570.538188,4347099238,1.34E+11,8773.938356,8416.305119,10331.00788,22.84794689
May-23-2018,7558.332248,7740.093095,7340.474586,7576.278752,4962607292,1.29E+11,8669.509235,8418.689177,10331.9276,25.24324812
May-24-2018,7597.498837,7649.031063,7397.190789,7488.637221,4140362594,1.28E+11,8563.314614,8431.389199,10332.40444,30.73260149
May-25-2018,7483.923187,7574.745396,7344.829727,7349.788652,3196176484,1.28E+11,8443.587376,8441.782571,10333.91427,27.2055395
May-26-2018,7358.682109,7380.225321,7269.543824,7363.93676,3037874871,1.25E+11,8333.924675,8456.030416,10334.88411,20.95516399
May-27-2018,7366.647775,7442.193014,7141.115481,7149.250597,3215107343,1.24E+11,8228.037656,8461.032352,10333.20551,17.84285913
May-28-2018,7148.382787,7530.365298,7108.097718,7474.562016,3815081592,1.25E+11,8144.269756,8470.319385,10334.82522,29.78045587
May-29-2018,7475.380975,7572.028924,7330.941503,7411.621917,3899968538,1.27E+11,8053.043464,8482.843901,10338.79507,31.0952514
May-30-2018,7410.996883,7588.941668,7361.209309,7504.038587,3635904694,1.28E+11,7980.026629,8495.779921,10344.5036,37.30218909
May-31-2018,7503.960275,7590.623838,7411.831128,7525.473797,3534811211,1.28E+11,7937.303295,8507.400127,10352.13589,33.66458965
Jun-01-2018,7520.809781,7659.692451,7481.281345,7588.637728,3506256000,1.30E+11,7894.466371,8502.827876,10357.16467,35.71602336
Jun-02-2018,7586.635659,7709.254871,7567.496423,7684.931799,3988066392,1.31E+11,7846.138338,8499.259252,10362.32678,30.15340493
Jun-03-2018,7687.675752,7709.043781,7473.489414,7505.890508,3930562179,1.30E+11,7787.356326,8491.330756,10363.23759,29.03469432
Jun-04-2018,7504.612582,7628.660711,7407.337754,7612.115176,3615936275,1.28E+11,7744.328423,8477.803847,10362.05821,38.76731056
Jun-05-2018,7611.859044,7645.242998,7501.760893,7577.593405,3324816448,1.30E+11,7707.837622,8468.76703,10361.25595,50.24456282
Jun-06-2018,7576.087612,7711.707126,7576.087612,7654.789136,3371952935,1.31E+11,7687.163395,8464.164785,10360.60285,52.59303718
Jun-07-2018,7659.864,7677.597494,7564.965087,7622.637061,2974280009,1.30E+11,7657.923165,8454.140751,10358.60609,54.59413392
Jun-08-2018,7624.284,7658.105197,7559.667409,7559.667409,2724319399,1.30E+11,7626.224779,8440.003973,10355.33679,57.59054707
Jun-09-2018,7563.600993,7563.600993,6759.04614,6797.078904,3104326327,1.23E+11,7545.175065,8400.475244,10348.85362,36.69935517
Jun-10-2018,6804.106499,6851.118289,6721.954597,6847.943671,3827038712,1.16E+11,7471.309762,8360.545736,10341.94934,42.34141925
Jun-11-2018,6845.923064,6867.28703,6535.551159,6558.514878,3102008137,1.16E+11,7401.139341,8316.845827,10334.38122,26.28341247
Jun-12-2018,6559.943494,6599.514736,6283.231869,6308.396028,3295765433,1.11E+11,7341.037333,8265.559017,10324.63151,23.9610658
Jun-13-2018,6307.58885,6667.673554,6293.277845,6649.438347,3663602706,1.11E+11,7296.902076,8205.447806,10313.82835,31.94792547
Jun-14-2018,6650.926765,6652.572392,6470.053174,6473.773491,3114118487,1.12E+11,7248.575232,8158.918818,10299.46988,29.14345207
Jun-15-2018,6469.496413,6514.550897,6395.022991,6505.755311,2350148805,1.10E+11,7208.383168,8104.746808,10282.85444,28.25615182
Jun-16-2018,6500.435004,6541.234834,6459.314001,6461.213025,2039619864,1.11E+11,7165.396323,8055.474714,10264.42405,24.90669704
Jun-17-2018,6460.218405,6724.301589,6400.071429,6700.596021,2259399592,1.11E+11,7144.03182,8003.775002,10249.09997,33.88559598
Jun-18-2018,6705.753312,6754.452193,6677.957643,6722.636753,2930821031,1.15E+11,7108.225855,7951.014755,10231.43236,31.58044712
Jun-19-2018,6720.901573,6754.942346,6577.803076,6734.137828,3087939613,1.14E+11,7075.964708,7901.873621,10210.37004,32.36536513
Jun-20-2018,6734.137828,6770.207068,6695.896164,6711.941657,2901154212,1.15E+11,7038.245806,7855.111496,10188.77705,29.82329106
Jun-21-2018,6712.439403,6715.006409,6056.861989,6071.720089,3351734963,1.09E+11,6969.019439,7793.052981,10162.74273,23.66456798
Jun-22-2018,6073.054271,6244.375949,6070.106576,6156.300264,4089480600,1.05E+11,6900.812893,7722.210039,10135.43529,26.343664
Jun-23-2018,6157.664108,6211.292125,5829.901535,6149.117943,3728670367,1.03E+11,6827.6789,7652.217758,10106.83932,35.34521467
Jun-24-2018,6149.963219,6289.175734,6113.991153,6238.074119,4343151231,1.06E+11,6767.306691,7581.119983,10067.9081,36.44035337
Jun-25-2018,6247.16349,6255.443513,6103.03072,6103.03072,3889799377,1.06E+11,6695.445527,7511.241105,10008.35017,39.12642636
Jun-26-2018,6108.081816,6172.527246,6049.848945,6108.694146,3736840201,1.04E+11,6625.497943,7447.2375,9956.190421,44.60264985
Jun-27-2018,6118.418332,6138.65547,5896.088025,5912.435446,3121465243,1.04E+11,6542.52872,7382.114903,9910.566481,28.38974563
Jun-28-2018,5910.738004,6180.342189,5847.32314,6127.560923,2839622172,1.01E+11,6471.334618,7319.373469,9863.609759,40.0780287
Jun-29-2018,6133.703977,6425.917485,6130.992663,6376.564855,3771289832,1.09E+11,6414.996401,7267.200385,9811.876278,46.70717849
Jun-30-2018,6385.423752,6409.365459,6310.846816,6364.401842,3508360443,1.09E+11,6394.392731,7226.842308,9759.967702,47.49105319
Jul-01-2018,6363.378352,6638.313861,6302.439983,6595.968717,3807596497,1.10E+11,6382.393924,7189.739476,9712.061953,47.27746192
Jul-02-2018,6595.975191,6645.83559,6483.564311,6534.644903,5004522313,1.13E+11,6381.257258,7147.285052,9662.707288,45.20621225
Jul-03-2018,6537.368502,6686.344375,6435.020217,6603.099909,4840988988,1.12E+11,6395.290777,7105.378918,9607.746144,46.75285429
Jul-04-2018,6612.111581,6636.326263,6492.340691,6532.499354,4643821208,1.13E+11,6389.722253,7066.492609,9543.592039,45.65755666
Jul-05-2018,6528.310929,6600.606901,6461.897553,6600.606901,4811073504,1.12E+11,6395.761939,7032.310386,9481.123862,67.7000015
Jul-06-2018,6594.777709,6725.931832,6528.997977,6718.701013,4981676690,1.13E+11,6405.902211,7005.4428,9420.365136,68.4086553
Jul-07-2018,6715.37828,6759.512217,6687.64458,6711.7568,4983369409,1.15E+11,6417.832867,6975.542309,9365.693387,68.41932025
Jul-08-2018,6713.143583,6746.343655,6664.513133,6669.99851,4925375835,1.15E+11,6416.375842,6945.045544,9316.29193,64.59097195
Jul-09-2018,6670.315363,6677.743512,6316.171328,6319.83561,4677923064,1.11E+11,6397.194836,6902.31442,9270.015432,56.39456486
Jul-10-2018,6318.74122,6390.003178,6318.74122,6367.687185,3967828330,1.09E+11,6379.744805,6862.482502,9233.566981,57.45339739
Jul-11-2018,6369.83685,6375.149278,6129.642443,6202.442176,3447735128,1.07E+11,6355.482925,6826.606981,9193.870017,58.49760713
Jul-12-2018,6217.319818,6294.955455,6181.047378,6215.784718,3821904703,1.07E+11,6362.343145,6800.043188,9156.073539,52.93176454
Jul-13-2018,6220.174225,6264.895759,6195.279637,6250.050407,3734323550,1.07E+11,6366.807438,6774.03871,9117.689652,45.09588736
Jul-14-2018,6250.324791,6381.087798,6236.637067,6346.599551,3455989686,1.08E+11,6376.211324,6751.645815,9069.157831,49.35229881
Jul-15-2018,6349.113033,6705.492444,6336.933529,6705.492444,4630543497,1.12E+11,6398.46934,6739.012556,9023.992355,53.64691717
Jul-16-2018,6698.843899,7347.954698,6666.153806,7317.330034,5419192993,1.17E+11,6456.293116,6738.098699,8988.591853,69.07028011
Jul-17-2018,7313.602736,7506.522682,7293.696027,7353.883851,6330311100,1.27E+11,6515.587864,6742.111115,8952.548626,68.5818671
Jul-18-2018,7349.626445,7480.491111,7289.406628,7443.660646,5846088135,1.27E+11,6588.50335,6741.505206,8926.236709,72.33915079
Jul-19-2018,7444.56841,7552.76424,7305.638275,7329.843348,4966521400,1.27E+11,6645.754894,6739.901705,8892.884845,67.48691409
Jul-20-2018,7330.341057,7410.512438,7264.995036,7400.986497,4512259647,1.26E+11,6694.536877,6737.881076,8862.157472,66.73793707
Jul-21-2018,7398.45221,7535.76737,7381.602713,7391.747574,3665112372,1.28E+11,6743.458102,6735.258993,8824.613048,66.66288241
Jul-22-2018,7386.710266,7753.766991,7375.794247,7712.930732,4687601680,1.31E+11,6796.64677,6737.69611,8787.965181,72.47833932
Jul-23-2018,7715.394161,8349.100819,7704.861421,8338.94062,5764717501,1.38E+11,6882.565613,6750.519813,8754.010164,88.89315405
Jul-24-2018,8343.380119,8416.620991,8070.16926,8179.363887,6176077122,1.41E+11,6957.625803,6763.725173,8710.180325,83.457466
Jul-25-2018,8165.597549,8280.383113,7874.765232,7933.673932,4940766515,1.41E+11,7024.348402,6770.030247,8664.268174,81.04927871
Jul-26-2018,7925.661361,8261.135335,7834.490761,8158.491094,4974252391,1.38E+11,7098.533363,6781.420398,8622.692073,82.38543276
Jul-27-2018,8172.875761,8218.909622,8094.790455,8195.281388,4271083963,1.40E+11,7168.846714,6792.018285,8587.750026,82.40024677
Jul-28-2018,8230.522037,8273.04121,8130.355937,8211.614335,3666674349,1.41E+11,7240.268502,6803.566859,8555.416782,81.91703346
Jul-29-2018,8218.147752,8237.120087,7885.594529,8181.184914,4448141892,1.40E+11,7312.229759,6815.753477,8521.168933,78.45314868
Jul-30-2018,8174.64174,8174.64174,7662.792136,7752.144492,5247534992,1.36E+11,7380.434944,6834.480253,8492.562779,59.01954997
Jul-31-2018,7744.631395,7747.417375,7492.216628,7596.721803,4823441462,1.30E+11,7438.960402,6849.162177,8460.26233,54.80055637
Aug-01-2018,7600.558994,7685.923379,7508.516749,7551.493153,4163829164,1.31E+11,7503.200925,6868.632339,8425.430077,52.16991204
Aug-02-2018,7548.457736,7548.457736,7309.308752,7422.438043,4091971160,1.27E+11,7560.660607,6890.4763,8393.624148,51.85192464
Aug-03-2018,7423.369337,7491.7418,6967.69686,7017.844894,3860203505,1.25E+11,7597.222249,6897.699958,8360.035235,43.23885697
Aug-04-2018,7021.618543,7076.470274,6924.906452,7041.990104,3682909104,1.21E+11,7630.336085,6908.84146,8338.125486,43.8602736
Aug-05-2018,7040.944983,7144.007979,6869.734955,6935.713092,3306255574,1.20E+11,7641.298973,6917.272005,8317.210665,35.24312506
Aug-06-2018,6945.218332,7140.708762,6722.266221,6732.82669,3700827846,1.20E+11,7613.46548,6922.597763,8294.462005,13.66726878
Aug-07-2018,6736.300264,6736.300264,6205.352344,6281.517374,4609610922,1.11E+11,7562.40041,6914.380535,8268.414181,12.07367991
Aug-08-2018,6291.645098,6629.937974,6248.586464,6563.764604,4210397001,1.10E+11,7520.500599,6911.265395,8236.586116,23.01814363
Aug-09-2018,6556.799002,6587.10507,6109.974095,6183.831056,4181392944,1.10E+11,7465.928585,6900.475066,8210.231917,13.34658012
Aug-10-2018,6178.816153,6460.502986,6100.812339,6293.915942,4185821571,1.07E+11,7413.210939,6892.278483,8187.229974,15.64193943
Aug-11-2018,6269.572356,6433.372534,6227.371135,6342.511734,3631377731,1.09E+11,7363.247328,6897.588123,8165.051065,16.61421135
Aug-12-2018,6342.495381,6509.961457,6209.058763,6284.928115,3625488362,1.10E+11,7295.247203,6900.110238,8142.480602,16.45459307
Aug-13-2018,6287.053221,6287.053221,5952.33538,6207.11752,4314826468,1.05E+11,7193.731817,6901.247485,8117.543691,18.7895181
Aug-14-2018,6217.842249,6594.442382,6217.842249,6306.298266,4271528735,1.10E+11,7104.538216,6902.585213,8093.575273,23.326577
Aug-15-2018,6302.073567,6475.480838,6263.536971,6329.69734,4159955398,1.10E+11,7028.158379,6907.029657,8068.118699,24.5151443
Aug-16-2018,6339.303346,6587.627902,6331.717334,6587.234439,4220932607,1.12E+11,6953.336633,6916.4128,8041.860005,33.46513696
Aug-17-2018,6597.212073,6628.429298,6345.785261,6420.016879,4098661004,1.11E+11,6868.800228,6926.365377,8017.34226,36.93676467
Aug-18-2018,6416.237391,6543.637614,6354.653623,6509.311913,3185408872,1.11E+11,6787.738208,6933.85069,7999.555278,38.6825929
Aug-19-2018,6504.064719,6539.184995,6277.402389,6291.971192,3226319435,1.11E+11,6697.77565,6932.191991,7979.929885,36.93929046
Aug-20-2018,6284.246452,6494.949182,6282.055268,6482.48094,3352928439,1.10E+11,6637.315481,6934.507267,7966.552928,44.89516397
Aug-21-2018,6481.300216,6820.081467,6319.84835,6376.530714,3605706790,1.14E+11,6579.211143,6930.204561,7954.653439,52.25504288
Aug-22-2018,6379.980149,6545.659035,6379.980149,6528.524415,3432974935,1.11E+11,6530.498346,6930.084552,7941.405944,49.10848988
Aug-23-2018,6534.230351,6721.363282,6501.066967,6709.592961,3159935179,1.13E+11,6496.553342,6932.172651,7933.709472,64.78880409
Aug-24-2018,6703.50453,6787.241349,6682.141058,6745.155573,3482620042,1.16E+11,6483.568136,6936.342381,7932.909452,63.24802374
Aug-25-2018,6740.966519,6763.799067,6594.151992,6705.158423,2897692512,1.15E+11,6467.528532,6938.392411,7927.616993,60.70103729
Aug-26-2018,6708.159869,6885.057976,6671.239735,6883.391277,3208584744,1.16E+11,6465.037017,6941.621631,7924.111807,66.48571955
Aug-27-2018,6892.11882,7116.23749,6870.993673,7082.637385,4088489332,1.20E+11,6481.69467,6948.8938,7918.27341,72.60536454
Aug-28-2018,7080.255896,7118.60906,6960.460368,7036.643094,4017126669,1.22E+11,6517.653037,6956.082909,7910.077074,69.38956843
Aug-29-2018,7036.431587,7058.898977,6832.739176,6973.880312,3821615060,1.20E+11,6537.182357,6968.907315,7901.866336,66.75196721
Aug-30-2018,6977.184897,7056.498152,6905.339149,7018.26405,3847879825,1.20E+11,6576.917261,6981.663724,7896.488011,62.60648511
Aug-31-2018,7011.745045,7238.263496,7011.745045,7193.248733,3736417381,1.22E+11,6619.742632,7001.091304,7888.179533,72.51271942
Sep-01-2018,7189.711798,7303.005791,7126.75376,7277.239549,4026452650,1.25E+11,6664.25348,7021.904144,7881.710217,72.42755762
Sep-02-2018,7278.253609,7324.290652,7185.260349,7268.864743,3587720775,1.25E+11,6711.107606,7041.880895,7870.58442,82.49699649
Sep-03-2018,7267.905332,7399.96284,7246.754356,7360.989295,3585026575,1.26E+11,6766.053881,7061.77089,7856.872551,81.27105711
Sep-04-2018,7364.127452,7391.519913,6714.906125,6714.906125,4063479415,1.23E+11,6785.511398,7061.955472,7839.308358,58.69949209
Sep-05-2018,6720.246796,6720.246796,6371.902785,6519.675095,5128823495,1.11E+11,6794.557957,7046.315179,7816.54252,49.77743575
Sep-06-2018,6527.528801,6551.343072,6367.814558,6436.841435,3604584134,1.12E+11,6787.396386,7028.333956,7795.948818,42.78359612
Sep-07-2018,6432.032384,6495.347505,6164.499002,6214.51545,3029596738,1.10E+11,6777.610604,7004.233069,7771.185697,37.22313139
Sep-08-2018,6213.220556,6434.372794,6186.808464,6277.682277,3170107868,1.09E+11,6766.580621,6983.60246,7745.471604,39.82071346
Sep-09-2018,6274.807969,6364.054074,6274.807969,6330.669843,2898910709,1.09E+11,6768.423414,6962.615859,7723.831346,36.0034381
Sep-10-2018,6328.687636,6391.775976,6232.734067,6306.694006,2960797320,1.09E+11,6760.052607,6941.340299,7705.520511,28.43667006
